仰ぎ見る,あおぎみる,"смотреть вверх | уважать кого-то, смотреть с почтением ",仰ぐ,見る,VV,tr,,"2|私は彼を師匠と仰ぎ見ている。|わたしはかれをししょうと仰ぎ見ている。| Я смотрю на него с уважением, как на своего наставника.",,
怒り付ける,おこりつける,"словесно нападать, задать взбучку",怒る,付ける,VV,tr,上司は部下を怒り付けた。|じょうしはぶかをおこりつけた。|Начальство устроило взбучку своим подчиненным,,,
押さえ込む,おさえこむ,"сдерживать, полностью подавить",押さえる,込む,VV,tr,その政治家はライバルをがっちり押さえ込んだ。|そのせいじかはライバルをがっちりおさえこんだ。| этот политик полностью подавил своего противника,,,
押さえ付ける,おさえつける," держать крепко в руках, зажать, обуздать",押さえる,付ける,VV,tr,"胸を押さえつけられている感じだった。|むねをおさえつけられているかんじだった。| я почувствовал, что что-то сжимает мне грудь",,,
押し合う,おしあう,"толкаться, распихивать",押す,合う,VV,tr,"押し合って部屋に入る。|おしあってへやにはいる。| войти в комнату, растолкав людей",,,
押し上がる,おしあがる,выступать вверх (под действием силы),押す,上がる,VV,intr,世界の生産量が4兆米ドル近く押し上がる。|せかいのせいさんりょうがよんちょうべいどるちかくおしあがる。|　мировое производство достигнет 4 триллионов долларов,,,
押し開ける,おしあける,"взламывать, открывать силой",押す,開ける,VV,tr,戸を押し開ける。|とをおしあける。| открыть силой дверь.,,,
押し上げる,おしあげる,"выталкивать, подталкивать",押す,上げる,VV,tr,悪天候が野菜価格を押し上げる。|あくてんこうがやさいかかくをおしあげる。| Плохие погодные условия способствовали скачку цен на овощи,,,
押し当てる,おしあてる,"прикладывать, прижимать что-то к чему-то",押す,当てる,VV,tr,"血の出る傷口にハンカチを押し当てる。|ちのでるきずぐちにハンカチをおしあてる。|
приложить платок к кроваточащей ране",,,
押し頂く,おしいただく,"нести (победоносно) над головой (например, трофей)",押す,頂く,VV,tr,御墨付きの文書を押し頂く。|おすみつきのぶんしょをおしいただく。| торжественно поднять над головой грамоту с подписью сёгуна,,,
押し入る,おしいる,"вламываться, врываться, забираться",押す,入る,VV,tr,"彼は留守中に私の部屋へ押し入った。|かれはるすちゅうにわたしのへやへおしいった。| он вломился в мою комнату, пока я отсуствовал",,,
教え込む,おしえこむ,объяснять материал пока его содержимое не уложится в голове,教える,込む,VV,tr,彼女は礼儀作法をみっちり教え込まれていた。|かのじょはれいぎさほうをみっちりおしえこまれていた。| ей усердно объясняли манеры поведения,,,
教え諭す,おしえさとす,"детально объяснить, дать четкую инструкцию, втолковывать",教える,諭す,VV,tr,こんこんと教え諭す。|こんこんとおしえさとす。| постоянно втолковывать,,,
教え導く,おしえみちびく,"просвящать, наставлять, обучать, инструктировать",教える,導く,VV,tr,"人を教え導く師。|ひとをおしえみちびくし。| наставник, который даёт знания",,,
押し返す,おしかえす,"давить назад, отталкивать назад",押す,返す,VV,tr,警官はデモ隊を押し返した。|けいかんはでもたいをおしかえした。| полиция оттолкнула демонстрантов назад,,,
押し掛かる,おしかかる,"прислонять что-то к чему-то (словно надавливая, под действием силы)",押す,掛かる,VV,intr,地震の揺れで、タンスが私に押し掛かってきた。|じしんのゆれで、タンスがわたしにおしかかってきた。| Из-за землетрясения ко мне прижало шкаф,,,
押し隠す,おしかくす,прятать от глаз людских,押す,掛かる,VV,intr,少年は秘密を押し隠した。|しょうねんはひみつをおしかくした。|Юноша скрывал свою тайну до последнего,,,
押し切る,おしきる,отрезать | поступать против чего-то,押す,切る,VV,tr,1|厚い紙を押し切る。|あついかみをおしきる。| отрезать плотную бумагу,"2| 野党の反対を押し切って可決した。|やとうのはんたいをおしきってかけつした。|
предложение законопроекта принято, хотя оппозиция была против
",,
押し込む,おしこむ,"вталкивать, втискивать",押す,込む,VV,tr,スーツケースに衣類を押し込む。|スーツケースにいるいをおしこむ。| запихнуть вещи в чемодан,,,
押し込める,おしこめる,"втискивать, вталкивать (затем закрыть и не позволить этому выйти наружу)",押す,込める,VV,tr,めんどりを囲いに押し込める。| めんどりをかこいにおしこめる。| загнать кур в загон,,,
押し殺す,おしころす,давить насмерть  |  не позволять смеху или дыханию выйти наружу,押す,殺す,VV,tr,1| 機械が男を押し殺した。| きかいがおとこをおしころした。| механизм задавил мужчину насмерть,"2| 笑いを押し殺す。| わらいをおしころす。| сдерживать, подавлять смех",,
押し下げる,おしさげる,"стаскивать вниз, толкать вниз",押す,下げる,VV,tr,窓を押し下げる。|まどをおしさげる。| закрывать окно сверху вниз (стаскиванием),,,
推し進める,おしすすめる,"настойчиво продвигать, вести проект к какому-то результату",推し,進める,VV,tr,計画を推し進める。|けいかくをおしすすめる。| настойчиво продвигать проект,,,
押し迫る,おしせまる," подъезжать, приближаться, быть не за горами",推し,迫る,VV,tr,年の暮れも押し迫ってきた。|としのくれもおしせまってきた。| конец года уже не за горами,,,
押し倒す,おしたおす,"валить, опрокидывать толчком",押す,倒す,VV,tr,"男は老婆を押し倒して金を奪った。|おとこはろうばをおしたおしてきんをうばった。| мужчина повалил старушку, затем ограбил ее",,,
押し出す,おしだす,"выдавливать, выжимать, выталкивать, отталкивать",押す,出す,VV,tr,歯磨きを押し出す。|はみがきをおしだす。| Выдавить зубную пасту.,,,
押し立てる,おしたてる,"поднимать флаг, выдвигать на более высокий пост",押す,立てる,VV,tr,選手たちは優勝旗を押し立てた。|選手たちは優勝旗を押し立てた。|спортсмены подняли знамя победы.,,,
押し黙る,おしだまる,упорно хранить молчание,押す,黙る,VV,intr,"何を聞いても押し黙ったままだ。|なにをきいてもおしだまったままだ。| хранить молчание обо всём, что слышишь",,,
押し付ける,おしつける,"придавить, прижимать |  навязывать, принуждать",押す,付ける,VV,tr,"1|枕に顔を押し付けて泣いた。|まくらにかおをおしつけてないた。| я плакала, уткнувшись лицом в подушку",2|責任を人に押し付ける。|せきにんをひとにおしつける。| повесить всю отвественность на кого-то,,
押し潰す,おしつぶす,"раздавить, сокрушить, доконать",押す,潰す,VV,tr,彼は私の帽子をぺしゃんこに押しつぶした。|かれはわたしのぼうしをぺしゃんこにおしつぶした。|он полностью раздавил мою шляпу,,,
押し詰まる,おしつまる,приближаться о конце года | набиваться битком,押す,詰まる,VV,intr,"いよいよ今年も押し詰まってあとほんの数日になりました。|いよいよことしもおしつまってあとほんのすうじつになりました。| Новый Год уже почти настал, осталось до конца года несколько дней",,,
押し通す,おしとおす,"упорствовать, отстаивать, продвигать | оставаться в каком-то положении долго",押す,通す,VV,tr,1| 自分の考えを押し通す。|ずじぶんのかんがえをおしとおす。| настаивать на своей точке зрения,2| 独身を押し通した。|どくしんをおしとおした。| оставаться незамужней (неженатым) всю жизнь,,
押しとどめる,おしとどめる,"подавить, положить чему-то конец",押す,通す,VV,tr,彼は友達の無謀な行動を押しとどめた。|かれはともだちのむぼうなこうどうをおしとどめた。| он положил конец безрассудному поведению своего товарища,,,
押し流す,おしながす,"смывать водой, уносить течением",押す,流す,VV,tr,増水で橋が押し流された。|ぞうすいではしがおしながされた。| мосты смыло речными потоками,,,
押しのける,おしのける,оттолкнуть что-то подальше,押す,のける,VV,tr,人々を押しのける。|ひとびとをおしのける。| растолкать людей,,,
推し量る,おしはかる,"предполагать, делать допущения, строить догадки (напр. о том, как чувствует себя другой человек)",推し,量る,VV,tr,"相手の胸中を推し量る。|あいてのきょうちゅうをおしはかる。| догадываться о том, что на душе у собеседника",,,
押し開く,おしひらく,толчком распахнуть что-то,押す,開く,VV,tr,私はドアを押し開いた。|わたしはドアをおしひらいた。|Я распахнула дверь.,,,
押し広げる,おしひろげる,"широко распахивать (в т.ч. и про границы, в переносном смысле)",押す,広げる,VV,tr,物を押し広げる。|物を押し広げる。|продлить что-то.,,,
押し広める,おしひろめる,"расширять с силой, увеличивать",押す,広める,VV,tr,限界を押し広げる。|げんかいをおしひろげる。|расширять границы,,,
押し回す,おしまわす,повернуть что-то с усилием,押す,回す,VV,tr,彼はダイヤルを押し回した。|かれはダイヤルをおしまわした。|он начал набирать номер телефона (на вертушечном старом наборе).,,,
押し破る,おしやぶる,взломать,押す,破る,VV,tr,"戸を押し破って入る。|とをおしやぶってはいる。| войти, взломав дверь",,,
押し遣る,おしやる,"отталкивать, сдвигать, сталкивать",押す,遣る,VV,tr,隅に押し遣る。|すみにおしやる。| сдвинуть в угол,,,
押し寄せる,おしよせる,"придвигаться, надвигаться, подступать",押す,寄せる,VV,intr,"津波が海岸に押し寄せてきた。|つなみがかいがんにおしよせてきた。|
цунами обрушилось на побережье",,,
押し分ける,おしわける,"раздвигать, расталкивать",押す,分ける,VV,tr,"人込みを押し分けて進む。|ひとごみをおしわけてすすむ。| расталкивать локтями толпу народа, чтобы продвинуться",,,
押し渡る,おしわたる,"перебираться вброд, пересекать с трудом (реку)",押す,渡る,VV,intr,上流の浅瀬から押し渡る。|じょうりゅうのあさせからおしわたる。| пересечь верховье реки по мелководью,это из литры,,
襲い掛かる,おそいかかる,"налететь, наброситься, наскочить, напасть",襲う,掛かる,VV,intr,突然犬が襲い掛かった。|とつぜんいぬがおそいかかった。| на меня неожиданно напала собака,,,
恐れ入る,おそれいる,"чувствовать себя неловко, быть сконфуженным, быть потрясенным, быть сильно обязанным",恐れる,入る,VV,intr,"私は彼の気遣いに恐れ入った。|わたしはかれのきづかいにおそれいった。| Я так ему обязан за его заботу (恐れ入ります – более вежливый вариант すみません、 означающий “быть обязанным”,  “быть благодарным).",,,
恐れおののく,おそれおののく,дрожать от страха,恐れる,入る,VV,intr,一連の放火事件に住民は恐れおののいている。|いちれんのほうかじけんにじゅうみんはおそれおののいている。| люди были сильно напуганы из-за серии поджегов,,,
落ち合う,おちあう,"встречаться, сходиться",落ちる,合う,VV,intr,この公園は若い二人がいつも落ち合う場所だった。|このこうえんはわかいふたりがいつもおちあうばしょだった。| этот парк - место встреч молодых парочек,,,
落ち入る,おちいる,"впадать (в т.ч. в определенное состояние), попадать в ловушку",落ちる,入る,VV,intr,危篤に落ち入る。|きとくにおちいる。| попасть в критическое состояние,,,
落ち重なる,おちかさなる,свалиться один на другого,落ちる,重なる,VV,intr,山道に枯れ葉が落ち重なる。|やまみちにかれはがおちかさなる。| на дороге в горах лежат листья,,,
落ちこぼれる,おちこぼれる,отставать,落ちる,重なる,VV,intr,仲間たちの中で落ちこぼれる。|なかまたちのなかでおちこぼれる。| отставать от других товарищей,,,
落ち込む,おちこむ,упасть куда-то (напр. в дыру) | оседать о фундаменте | попадать в неприятную ситуацию | падать духом,落ちる,込む,VV,intr,1| 溝に落ち込んだ。|みぞにおちこんだ。| упал в канаву,2| 昨日の雨で地面が落ち込んだ。|きのうのあめでじめんがおちこんだ。|  после вчерашнего дождя почва осела,3| 景気が落ち込んでいる。| けいきがおちこんでいる。| состояние рынка ухудшается,4| 彼はすっかり落ち込んでいる。|かれはすっかりおちこんでいる。| он был абсолютно подавлен
落ち着き払う,おちつきはらう,"сохранять невозмутимость, полностью владеть собой",落ちる,払う,VV,intr,落ち着き払って警官の尋問に答えた。|おちつきはらってけいかんのじんもんにこたえた。| он спокойно отвечал на вопросы полицейских,,,
落ち着く,おちつく,"окончательно остановиться, осесть | стабилизироваться, обретать устойчивость | успокаиваться, быть спокойным",落ちる,着く,VV,intr,"1| 落ち着く所はまだ決まらない。|おちつくところはまだきまらない。| я пока не могу определиться с местом, где можно поселиться",2|天候が落ち着いた。|てんこうがおちついた。| плохая погода устаканилась,3| 落ち着きなさい。|おちつきなさい。| успокойся!,
落ち着ける,おちつける,успокоить нервы и так далее,落ちる,着ける,VV,tr,気を落ち着けてよく聞いてください。|きをおちつけてよくきいてください。| успокойся и выслушай меня!,,,
落ち延びる,おちのびる,спастись бегством,落ちる,延びる,VV,intr,九州へ落ち延びる。|きゅうしゅうへおちのびる。| сбежать на Кюсю (спастись бегством),,,
追っ掛ける,おっかける,"догонять, гнаться за кем-то",追う,掛ける,VV,tr,泥棒を追っ掛ける。|どろぼうをおっかける。| гнаться за вором,,,
追っ付く,おっつく,"догонять, настигать",追う,付く,VV,intr,いまさら悔やんでも追っ付かない。|いまさらくやんでもおっつかない。| Бесполезно сожалеть. Теперь уже ничего не вернуть,,,
押っ付ける,おっつける,"придавливать, прижимать, синоним おしつける",押す,付ける,VV,tr,無理やり委員長を押っ付けられた。|むりやりいいんちょうをおっつけられた。| насильно переложить решение проблемы на председателя комиссии,,,
追っ払う,おっぱらう,"выгонять, изгонять, синоним 追い払う",追う,払う,VV,tr,野次馬を追っ払う。|やじうまをおっぱらう。| разогнать зевак,,,
押っ放り出す,おっぽりだす,"исключать, выкидывть, отбрасывать, увольнять",押す,出す,VV,tr,居候を家から押っ放り出す。|いそうろうをいえからおっぽりだす。| выгнать из дома дармоеда,,,
落とし入れる,おとしいれる,"привести к какой-то ситуации (считается синонимом 陥れる) | подставить кого-то, заманить в ловушку",落とす,入れる,VV,tr,1| それは私を苦悩に落とし入れた。|　それはわたしをくのうにおとしいれた。| это принесло мне страдания,2| 彼は、同僚を罪に落とし入れた。|　かれは、どうりょうをつみにおとしいれた。| он подставил своего коллегу,,
落とし込む,おとしこむ,бросать внутрь (чего-то) | в бизнесе претворять в жизнь (абстрактные идеи в определенные действия),落とす,込む,VV,tr,"1|郵便物を郵便箱に落とし込む装置。|ゆうびんぶつをゆうびんばこにおとしこむそうち。| устройство для приёма почты (для того, чтобы бросать туда почту)",2| 実務に落とし込む。|じつむにおとしこむ。| применять на практике,,
脅し付ける,おどしつける,"угрожать, запугивать",脅す,付ける,VV,tr,大声で脅し付ける。|おおごえでおどしつける。| запугивать при помощи громкого голоса,,,
脅し取る,おどしとる,"вымогать у кого-то (деньги), отнять при помощи угроз",脅す,取る,VV,tr,金品を脅し取る。|きんぴんをおどしとる。| отнять деньги,,,
躍り上がる,おどりあがる,"вскакивать, подпрыгивать (от радости или удивления)",躍る,上がる,VV,intr,躍り上がって喜ぶ。|おどりあがってよろこぶ。| Прыгать от радости,,,
躍り掛かる,おどりかかる,"вспрыгнуть, подскочить",躍る,掛かる,VV,intr,敵に躍り掛かって組みふせる。|てきにおどりかかってくみふせる。| подскочить к врагу и повалить его,,,
踊り狂う,おどりくるう,"танцевать в экстазе, танцевать до исступления",躍る,狂う,VV,intr,若者たちは夜通し踊り狂った。|わかものたちはよどおしおどりくるった。| молодые люди танцевали всю ночь напролёт до умомрачения,,,
躍り込む,おどりこむ,"вскочить куда-то, ворваться",躍る,込む,VV,intr,部屋に躍り込む。|部屋に躍り込む。|ворваться в комнату.,,,
躍り出る,おどりでる,динамично подняться на сцену | стать знаменитым или подняться в рейтинге,躍る,出る,VV,intr,1|舞台に躍り出る。|ぶたいにおどりでる。|Выбежать на сцену,2|選挙で無名の新人がトップにおどり出た。|せんきょでむめいのしんじんがトップにおどりでた。| неизвестный новый человек вдруг стал лидером в избирательной кампании,,
驚き入る,おどろきいる,"быть изумленным, пораженным",驚く,入る,VV,intr,彼の腕前には驚き入った。|彼の腕前には驚き入った。|я поразился его навыкам.,,,
誘き入れる,おびきいれる,"завлекать, приманивать, вовлекать",誘く,入れる,VV,tr,獣をおりに誘き入れる。| けものをおりにさそいきいれる。| заманить зверя в клетку,,,
おびき出す,おびきだす,"завлекать, приглашать на прогулку",誘く,出す,VV,tr,男は、偽の電話で女性を公園におびき出した。| おとこは、にせのでんわでじょせいをこうえんにおびきだした。| мужчина пригласил по телефону девушку в парк,,,
覚え込む,おぼえこむ,полностью запомнить что-то,覚える,込む,VV,tr,単語を覚え込む。|  たんごをおぼえこむ。| запомнить слова,,,
思い上がる,おもいあがる,быть о себе высокого мнения,思う,上がる,VV,intr,"彼女は美人コンテストに入賞してから，思い上がっている。| かのじょはびじんコンテストににゅうしょうしてから,おもいあがっている。| она выиграла конкурс красоты, поэтому о себе высокого мнения",,,
思い当たる,おもいあたる,"додуматься, догадаться, дойти собственным умом",思う,当たる,VV,intr,"さんざん考えてようやく彼の真意に思い当たった。| さんざんかんがえてようやくかれのしんいにおもいあたった。| Я хорошенько подумал. Наконец, до меня дошло то, что он имел в виду",,,
思い余る,おもいあまる,"сложно собраться с мыслями, не придумать чего-то; не знать, что делать",思う,余る,VV,intr,思い余って上司に相談する。|おもいあまってじょうしにそうだんする。| из-за замешательства отправиться за советом к начальству,,,
思い合わせる,おもいあわせる,"рассматривать с разных точек зрения, принимать во внимание все варианты",思う,合わせる,VV,tr,"あれこれと思い合わせて迷う。|あれこれとおもいあわせてまよう。|рассмотрев с разных точек зрения, колебаться",,,
怯え上がる,おびえ上がる,быть напуганным,思う,合わせる,VV,tr,"殺人鬼の噂に怯え上がる。|さつじんきのうわさにおびえあがる。| испугаться слухам о том, что появился кровожадный убийца",,,
思い入る,おもいいる,"считать в глубине души, также упорно думать  о чём-то",思う,入る,VV,intr,"私は、自分が頑張らねば、と深く思い入った。|わたしは、じぶんががんばらねば、とふかくおもいいった。| я постоянно думал, что мне следовало больше стараться",,,
思い浮かぶ,おもいうかぶ,"приходить в голову, вспоминаться",思う,浮かぶ,VV,intr,"瞳を閉じれば君が思い浮かぶ。とみをとじればきみがおもいうかぶ。|когда я закрываю свои глаза, я вспоминаю тебя.",,,
思い描く,おもいえがく,"воображать себе, рисовать в воображении, представлять себе в деталях",思う,描く,VV,tr,思い描くことができる。|おもいえがくことができる。|быть способным вообразить себе что-то.,,,
思い起こす,おもいおこす,вспоминать,思う,起こす,VV,tr,過去を思い起こす。|かこをおもいおこす。|воссоздавать прошлое.,,,
思い及ぶ,おもいおよぶ,приходить в мыслях к определенной идее,思う,及ぶ,VV,tr,そこまでは思い及ばなかった。|そこまではおもいおよばなかった。| Я об этом не подумал,,,
思い返す,おもいかえす,"вспоминать прошлое | думать о чем-то снова, прикинуть в мыслях еще раз ",思う,返す,VV,tr,"1|思い返せば，あの事件はもうひと昔になる。|おもいかえせば,あのじけんはもうひとむかしになる。| вспоминая сейчас, понимаешь, что это случилось давно",2|思い返して私も彼らと一緒にやることにした。おもいかえしてわたしもかれらといっしょにやることにした。|я еще раз подумал и решил присоединиться к ним,,
思い切る,(おもいきる) (他）и,"порывать с кем-то, отказываться  | решиться, решительно в форме 思い切って | вволю, изо всей силы в форме 思い切り | крутой, смелый о шаге, в форме 思い切った (+こと)",思う,切る,VV,intr,1|考えたすえに彼との結婚は思い切ることにした。|かんがえたすえにかれとのけっこんはおもいきることにした。| после долгих раздумий я решила не выходить за него замуж,2|思い切って契約書にサインした。|おもいきってけいやくしょにサインした。|　она решительно подписала контракт,3|彼を思い切りなぐった。|　かれをおもいきりなぐった。|　ударил его со всех сил,4|思い切った改革を実施する。|おもいきったかいかくをじっしする。|　осуществлять смелые революционные идеи
思い焦がれる,おもいこがれる,"томиться любовью, сгорать от любви, ностальгировать",思う,焦がれる,VV,tr,故郷に思い焦がれる。|こきょうにおもいこがれる。|скучать по родным краям.,思い焦がれた相手。|おもいこがれたあいて。|объект воздыхания.,,
思い込む,おもいこむ,"взять себе в голову, быть убежденным в чем-то",思う,込む,VV,intr,"思い込んだら命がけ。|おもいこんだらいのちがけ。| если он вбил себе что-то в голову, то его ничто не остановит",,,
思い定める,おもいさだめる,"решиться, определиться с чувствами",思う,定める,VV,tr,"一生の伴侶と思い定めた人。|いっしょうのはんりょとおもいさだめたひと。| человек, который определился со второй половинкой",,,
思い知る,おもいしる,"понять осознать, остро прочувствовать, усвоить урок, постингуть ",思う,知る,VV,tr,自分の弱さを思い知った。|じぶんのよわさをおもいしった。| я осознал насколько слаб,,,
思い過ごす,おもいすごす,"слишком много тревожиться понапрасну, слишком много думать о чем-то",思う,知る,VV,tr,いらぬことまで思い過ごす。|いらぬことまでおもいすごす。| беспокоиться обо всём на свете,,,
思い出す,おもいだす,вспоминать,思う,出す,VV,tr,青春時代のことが思い出される。|せいしゅんじだいのことがおもいだされる。|Это напоминает мне годы юности,"あのことを思い出すと今でもぞっとする。|あのことをおもいだすといまでもぞっとする。| даже сейчас, когда об этом вспоминаю, вздрагиваю",,
思い立つ,おもいたつ,внезапно прийти в голову (о мысли),思う,立つ,VV,tr,急に思い立って旅に出る。|きゅうにおもいたってたびにでる。| неожиданно решить отправиться в путешествие,,,
思い違える,おもいちがえる,"неправильно истолковать, иметь ложные мысли на предмет чего-то",思う,違える,VV,tr,兄を弟と思い違えた。|間あにをおとうととおもいちがえた。|неправильно принял старшего брата за младшего,"私はその人を先生の親類と思い違えていた。| わたしはそのひとをせんせいのしんるいとおもいちがえていた。| Я про этого человека думал, что он родственник учителя",,
思い付く,おもいつく,"придумывать, осениться идеей, догадываться",思う,付く,VV,tr,いいことを思い付いた。|いいことをおもいついた。| придумал отличную вещь,,,
思い詰める,おもいつめる,"упорно долго о чем-то думать, лелеять о чем-то мысль, быть поглощенным идеей, терзаться",思う,詰める,VV,tr,"幸男君は一つことを思い詰めるたちだ。|ゆきおくんはひとつことをおもいつめるたちだ。|　Юкио-кун из тех людей, которые одержимы одной идеей",彼女はいつも何か一つのことを思いつめている。| かのじょはいつもなにかひとつのことをおもいつめている。| она вечно одержима какой-то идеей,,
思いとどまる,おもいとどまる," воздерживаться, решиться что-то не делать",思う,とどまる,VV,tr,人が自殺を思いとどまるように説得する。|ひとがじさつをおもいとどまるようにせっとくする。|заставить человека одуматься и не совершать самоубийство,,,
思い悩む,おもいなやむ,"быть расстроенным, быть расстерянным",思う,悩む,VV,tr,将来の進路についてあれこれ思い悩んだ。|しょうらいのしんろについてあれこれおもいなやんだ。|я просто не знаю что делать в будущем,,,
思い残す,おもいのこす,оставлять с сожалением,思う,残す,VV,tr,もう思い残すことは何もない。|もうおもいのこすことはなにもない。| мне больше не о чем сожалеть,,,
思い迷う,おもいまよう,"колебаться, быть в замешательстве, не знать на что решиться",思う,迷う,VV,tr,"進学か就職か思い迷う。|んがくかしゅうしょくかおもいまよう。|не могу решиться: идти в колледж, или идти устраиваться на работу.",,,
思い乱れる,おもいみだれる," быть обеспокоенным мыслью о чем-то, ""накручивать"" себя мыслями",思う,乱れる,VV,intr,思い乱れて一夜を過ごす。|おもいみだれて一やをすごす。| провести ночь в тревожных мыслях о чём-то,,,
思い煩う,おもいわずらう,чувствовать обеспокоенность по поводу чего-либо,思う,煩う,VV,intr,将来のことをあれこれ思い煩う。|しょうらいのことをあれこれおもいわずらう。|меня беспокоит будущее ,,,
泳ぎ着く,およぎつく,доплыть до определенного места,泳ぐ,着く,VV,intr,岸に泳ぎ着く。|きしにおよぎつく。| доплыть до берега,,,
泳ぎ出る,およぎでる,"выходить в открытое море, отправляться плавать в направлении",泳ぐ,出る,VV,intr,大海に泳ぎ出る。|たいかいにおよぎでる。| плыть в океан,,,
泳ぎ渡る,およぎわたる,переплывать вплавь,泳ぐ,渡る,VV,intr,"英仏海峡を泳ぎ渡るのに成功した最初の人はウェッブ船長でした。|えいふつかいきょうをおよぎわたるのにせいこうしたさいしょのひとはウェッブせんちょうでした。|Первый человек, которому удалось пересечь вплавь Ла-Манш был капитан Вебб.",,,
折り合う,おりあう,"поладить, прийти к соглашению",折る,合う,VV,intr,この条件で向こうと折り合った。|このじょうけんでむこうとおりあった。| на этих условиях мы пришли к соглашению с противоположной стороной,,,
折り上がる,おりあがる,заканчивать изделие оригами,折る,上がる,VV,intr,鶴が折り上がった。|つるがおりあがった。|собрать бумажного журавлика оригами,,,
織り上げる,おりあげる,заканчивать ткать,織る,上げる,VV,tr,"一年かけて織り上げた帯。|いちねんかけておりあげたおび。|　пояс оби, для создания которого потребовалось больше года",,,
折り上げる,おりあげる,складывать верхние края ткани или бумаги | завершить оригами,折る,上げる,VV,tr,        1| 彼は紙の端を折り上げた。|かれはかみのはしをおりあげた。| он завернул верхний край бумаги,2| 彼女は千羽の鶴を折り上げた|かのじょはせんばのつるをおりあげた。|　она завершила складывать тысячу журавликов-оригами,,
折り入る,おりいる,"используется в て форме, 折り入って (""могу я попросить об одолжении"")",折る,上げる,VV,tr,折り入ってお願いしたいことがあるのですが。|おりいっておねがいしたいことがあるのですが。| могу я попросить Вас об одолжении?,,,
折り返す,おりかえす,"заворачивать верхние края одежды | поворачивать назад, достигнув какой-то точки | ответ обратно (по почте, по звонку)",折る,上げる,VV,tr,  1| そでを折り返す。|そでをおりかえす。| заворачивать рукава,  2| このバスは次の停留所で折り返します。|このバスはつぎのていりゅうじょでおりかえします。| этот автобус на следующей автобусной остановке поворачивает обратно,  3| 友人から折り返して返信がきた。| ゆうじんからおりかえしてへんしんがきた。| получил обратный ответ от друга,
折り重なる,おりかさなる,"складываться, ложиться одно на другое",折る,上げる,VV,tr,"折り入ってお願いしたいことがあるのですが。|折り入ってお願いしたいことがあるのですが。|у меня есть нечто особенное, о чем бы я хотел Вас попросить.",,,
織り込む,おりこむ,"вплести, воткать | перемешать (напр. факты и домыслы)",織る,込む,VV,tr,折り重って人が倒れた。|おりじゅうってひとがたおれた。| люди свалились друг на друга,,,
折り込む,おりこむ,"вкладывать, складывать, загибать",折る,込む,VV,tr, 1|金糸を織り込んだ帯。|きんしをおりこんだおび。| пояс-оби с золотыми нитями, 2| 真実に虚構を織り込む。|しんじつにきょこうをおりこむ。| перемешать ложь и факты,,
織り出す,おりだす,"ткать палитру, соткать",織る,出す,VV,tr,縞模様を織り出す。|しまもようをおりだす。| ткать ткань в полоску,,,
折り畳む,おりたたむ,"складывать (платок, ткань и т.д.)",折る,畳む,VV,tr,新聞をきちんと折り畳む。|しんぶんをきちんとおりたたむ。| аккуратно складывать газету,,,
降り立つ,おりたつ,"спуститься, сойти с транспорта (и встать на землю). Также существует запись 下り立つ",降りる,立つ,VV,intr,列車からホームに降り立った。|れっしゃからホームにおりたった。|　я спустился с поезда на платформу,,,
折り曲げる,おりまげる,"сгибать, загибать, перегибать, складывать вдвое",折る,曲げる,VV,tr,本のページを折り曲げる 。|ほんのページをおりまげる 。|  загнуть страницы книги,,,
織り交ぜる,おりまぜる,"вшивать, воткать, вмешивать| вставлять (в т.ч. и свои 5 копеек), приправлять разговор чем-то (например, шутками)",織る,交ぜる,VV,tr," 1|黒地に花柄を織り交ぜた帯地 。|くろじにかへいをおりまぜたおびじ 。| материал оби, где на черном фоне выткан цветочный узор",2| 話にばかげたジョークを織り交ぜる。|はなしにばかげたジョークをおりまぜる。| вставлять в разговор дурацкие шуточки,,
折れ込む,おれこむ,"складывать, заворачивать углы страниц",折る,込む,VV,intr,本のページが折れ込んでいた 。|ほんのページがおれこんでいた 。| книга с завёрнутыми страницами,,,
折れ曲がる,おれまがる,"быть согнутым, изогнутым, зигзаобразным",折る,曲がる,VV,intr,折れ曲がった山道 。|おれまがったやまみち 。| извилистый горный путь,,,
買い上げる,かいあげる,закупать вышестоящим статусным оганизациям у организаций более низкого статуса | делать закуп | уважительная форма глагола 買う,買う,上げる,VV,tr, 1|政府は民間業者から駅前の土地を買い上げた。|せいふはみんかんぎょうしゃからえきまえのとちをかいあげた。| правительство выкупило землю возле станции у частного сектора,2|疑わしい牛肉を買い上げる。|うたがわしいぎゅうにくをかいあげる。| купить подозрительную говядину ,3|3000円以上お買い上げなら送料は無料です。|さんぜんえんいじょうおかいあげならそうりょうはむりょうです。|　при покупке на сумму выше 3000 йен пересылка товара осуществляется бесплатно,
買い漁る,かいあさる,искать и скупать везде,買う,漁る,VV,tr,古書を買い漁る。|こしょをかいあさる。| скупать антикварные книги,,,
買い集める,かいあつめる,"накупить чего-то, скупать",買う,集める,VV,tr,デザイナーものの商品をたくさん買い集める。|デザイナーもののしょうひんをたくさんかいあつめる。| скупать множество брендовых вещей,,,
買い入れる,かいいれる,"закупать, производить закупки",買う,入れる,VV,tr,インドから紅茶を買い入れる。|インドからこうちゃをかいいれる。| закупать чай в Индии,,,
買い受ける,かいうける,приобретать (напр. недвижимость),買う,受ける,VV,tr,地所を買い受ける。|じしょをかいうける。| приобретать в собственность земельный участок,,,
